tournament_id,year,group_name,team,played,won,drawn,lost,goals_for,goals_against,points,goal_diff,group_rank
WC-2010,2010,Group D,Germany,3,2,0,1,5,1,6,4,1
WC-2010,2010,Group D,Ghana,3,1,1,1,2,2,4,0,2
WC-2010,2010,Group D,Australia,3,1,1,1,3,6,4,-3,3
WC-2010,2010,Group D,Serbia,3,1,0,2,2,3,3,-1,4
WC-2010,2010,Group E,Netherlands,3,3,0,0,5,1,9,4,1
WC-2010,2010,Group E,Japan,3,2,0,1,4,2,6,2,2
WC-2010,2010,Group E,Denmark,3,1,0,2,3,6,3,-3,3
WC-2010,2010,Group E,Cameroon,3,0,0,3,2,5,0,-3,4
WC-2010,2010,Group F,Paraguay,3,1,2,0,3,1,5,2,1
WC-2010,2010,Group F,Slovakia,3,1,1,1,4,5,4,-1,2
WC-2010,2010,Group F,New Zealand,3,0,3,0,2,2,3,0,3
WC-2010,2010,Group F,Italy,3,0,2,1,4,5,2,-1,4
WC-2010,2010,Group G,Brazil,3,2,1,0,5,2,7,3,1
WC-2010,2010,Group G,Portugal,3,1,2,0,7,0,5,7,2
WC-2010,2010,Group G,Ivory Coast,3,1,1,1,4,3,4,1,3
WC-2010,2010,Group G,North Korea,3,0,0,3,1,12,0,-11,4
WC-2010,2010,Group H,Spain,3,2,0,1,4,2,6,2,1
WC-2010,2010,Group H,Chile,3,2,0,1,3,2,6,1,2
WC-2010,2010,Group H,Switzerland,3,1,1,1,1,1,4,0,3
WC-2010,2010,Group H,Honduras,3,0,1,2,0,3,1,-3,4
WC-2014,2014,Group A,Brazil,3,2,1,0,7,2,7,5,1
WC-2014,2014,Group A,Mexico,3,2,1,0,4,1,7,3,2
WC-2014,2014,Group A,Croatia,3,1,0,2,6,6,3,0,3
WC-2014,2014,Group A,Cameroon,3,0,0,3,1,9,0,-8,4
WC-2014,2014,Group B,Netherlands,3,3,0,0,10,3,9,7,1
WC-2014,2014,Group B,Chile,3,2,0,1,5,3,6,2,2
WC-2014,2014,Group B,Spain,3,1,0,2,4,7,3,-3,3
WC-2014,2014,Group B,Australia,3,0,0,3,3,9,0,-6,4
WC-2014,2014,Group C,Colombia,3,3,0,0,9,2,9,7,1
WC-2014,2014,Group C,Greece,3,1,1,1,2,4,4,-2,2
WC-2014,2014,Group C,Ivory Coast,3,1,0,2,4,5,3,-1,3
WC-2014,2014,Group C,Japan,3,0,1,2,2,6,1,-4,4
WC-2014,2014,Group D,Costa Rica,3,2,1,0,4,1,7,3,1
WC-2014,2014,Group D,Uruguay,3,2,0,1,4,4,6,0,2
WC-2014,2014,Group D,Italy,3,1,0,2,2,3,3,-1,3
WC-2014,2014,Group D,England,3,0,1,2,2,4,1,-2,4
WC-2014,2014,Group E,France,3,2,1,0,8,2,7,6,1
WC-2014,2014,Group E,Switzerland,3,2,0,1,7,6,6,1,2
WC-2014,2014,Group E,Ecuador,3,1,1,1,3,3,4,0,3
WC-2014,2014,Group E,Honduras,3,0,0,3,1,8,0,-7,4
WC-2014,2014,Group F,Argentina,3,3,0,0,6,3,9,3,1
WC-2014,2014,Group F,Nigeria,3,1,1,1,3,3,4,0,2
WC-2014,2014,Group F,Bosnia and Herzegovina,3,1,0,2,4,4,3,0,3
WC-2014,2014,Group F,Iran,3,0,1,2,1,4,1,-3,4
WC-2014,2014,Group G,Germany,3,2,1,0,7,2,7,5,1
WC-2014,2014,Group G,United States,3,1,1,1,4,4,4,0,2
WC-2014,2014,Group G,Portugal,3,1,1,1,4,7,4,-3,3
WC-2014,2014,Group G,Ghana,3,0,1,2,4,6,1,-2,4
WC-2014,2014,Group H,Belgium,3,3,0,0,4,1,9,3,1
WC-2014,2014,Group H,Algeria,3,1,1,1,6,5,4,1,2
WC-2014,2014,Group H,Russia,3,0,2,1,2,3,2,-1,3
WC-2014,2014,Group H,South Korea,3,0,1,2,3,6,1,-3,4
WC-2018,2018,Group A,Uruguay,3,3,0,0,5,0,9,5,1
WC-2018,2018,Group A,Russia,3,2,0,1,8,4,6,4,2
WC-2018,2018,Group A,Saudi Arabia,3,1,0,2,2,7,3,-5,3
WC-2018,2018,Group A,Egypt,3,0,0,3,2,6,0,-4,4
WC-2018,2018,Group B,Spain,3,1,2,0,6,5,5,1,1
WC-2018,2018,Group B,Portugal,3,1,2,0,5,4,5,1,2
WC-2018,2018,Group B,Iran,3,1,1,1,2,2,4,0,3
WC-2018,2018,Group B,Morocco,3,0,1,2,2,4,1,-2,4
WC-2018,2018,Group C,France,3,2,1,0,3,1,7,2,1
WC-2018,2018,Group C,Denmark,3,1,2,0,2,1,5,1,2
WC-2018,2018,Group C,Peru,3,1,0,2,2,2,3,0,3
WC-2018,2018,Group C,Australia,3,0,1,2,2,5,1,-3,4
WC-2018,2018,Group D,Croatia,3,3,0,0,7,1,9,6,1
WC-2018,2018,Group D,Argentina,3,1,1,1,3,5,4,-2,2
WC-2018,2018,Group D,Nigeria,3,1,0,2,3,4,3,-1,3
WC-2018,2018,Group D,Iceland,3,0,1,2,2,5,1,-3,4
WC-2018,2018,Group E,Brazil,3,2,1,0,5,1,7,4,1
WC-2018,2018,Group E,Switzerland,3,1,2,0,5,4,5,1,2
WC-2018,2018,Group E,Serbia,3,1,0,2,2,4,3,-2,3
WC-2018,2018,Group E,Costa Rica,3,0,1,2,2,5,1,-3,4
WC-2018,2018,Group F,Sweden,3,2,0,1,5,2,6,3,1
WC-2018,2018,Group F,Mexico,3,2,0,1,3,4,6,-1,2
WC-2018,2018,Group F,South Korea,3,1,0,2,3,3,3,0,3
WC-2018,2018,Group F,Germany,3,1,0,2,2,4,3,-2,4
WC-2018,2018,Group G,Belgium,3,3,0,0,9,2,9,7,1
WC-2018,2018,Group G,England,3,2,0,1,8,3,6,5,2
WC-2018,2018,Group G,Tunisia,3,1,0,2,5,8,3,-3,3
WC-2018,2018,Group G,Panama,3,0,0,3,2,11,0,-9,4
WC-2018,2018,Group H,Colombia,3,2,0,1,5,2,6,3,1
WC-2018,2018,Group H,Japan,3,1,1,1,4,4,4,0,2
WC-2018,2018,Group H,Senegal,3,1,1,1,4,4,4,0,3
WC-2018,2018,Group H,Poland,3,1,0,2,2,5,3,-3,4
WC-2022,2022,Group A,Netherlands,3,2,1,0,5,1,7,4,1
WC-2022,2022,Group A,Senegal,3,2,0,1,5,4,6,1,2
WC-2022,2022,Group A,Ecuador,3,1,1,1,4,3,4,1,3
WC-2022,2022,Group A,Qatar,3,0,0,3,1,7,0,-6,4
WC-2022,2022,Group B,England,3,2,1,0,9,2,7,7,1
WC-2022,2022,Group B,United States,3,1,2,0,2,1,5,1,2
WC-2022,2022,Group B,Iran,3,1,0,2,4,7,3,-3,3
WC-2022,2022,Group B,Wales,3,0,1,2,1,6,1,-5,4
WC-2022,2022,Group C,Argentina,3,2,0,1,5,2,6,3,1
WC-2022,2022,Group C,Poland,3,1,1,1,2,2,4,0,2
WC-2022,2022,Group C,Mexico,3,1,1,1,2,3,4,-1,3
WC-2022,2022,Group C,Saudi Arabia,3,1,0,2,3,5,3,-2,4
WC-2022,2022,Group D,France,3,2,0,1,6,3,6,3,1
WC-2022,2022,Group D,Australia,3,2,0,1,3,4,6,-1,2
WC-2022,2022,Group D,Tunisia,3,1,1,1,1,1,4,0,3
WC-2022,2022,Group D,Denmark,3,0,1,2,1,3,1,-2,4
WC-2022,2022,Group E,Japan,3,2,0,1,4,3,6,1,1
WC-2022,2022,Group E,Spain,3,1,1,1,9,3,4,6,2
WC-2022,2022,Group E,Germany,3,1,1,1,6,5,4,1,3
WC-2022,2022,Group E,Costa Rica,3,1,0,2,3,11,3,-8,4
WC-2022,2022,Group F,Morocco,3,2,1,0,4,1,7,3,1
WC-2022,2022,Group F,Croatia,3,1,2,0,4,1,5,3,2
WC-2022,2022,Group F,Belgium,3,1,1,1,1,2,4,-1,3
WC-2022,2022,Group F,Canada,3,0,0,3,2,7,0,-5,4
WC-2022,2022,Group G,Brazil,3,2,0,1,3,1,6,2,1
WC-2022,2022,Group G,Switzerland,3,2,0,1,4,3,6,1,2
WC-2022,2022,Group G,Cameroon,3,1,1,1,4,4,4,0,3
WC-2022,2022,Group G,Serbia,3,0,1,2,5,8,1,-3,4
WC-2022,2022,Group H,Portugal,3,2,0,1,6,4,6,2,1
WC-2022,2022,Group H,South Korea,3,1,1,1,4,4,4,0,2
WC-2022,2022,Group H,Uruguay,3,1,1,1,2,2,4,0,3
WC-2022,2022,Group H,Ghana,3,1,0,2,5,7,3,-2,4
