tournament_id,tournament_name,year,match_id,match_date,group_name,home_team_name,away_team_name,home_team_score,away_team_score,goal_diff,home_elo,away_elo,elo_gap,scoreline_component,elo_weight,cis
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-04,1974-06-14,Group 2,DR Congo,Scotland,0,2,2,1798.75,1669.83,128.92,0.5,0.7991,0.3995
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-05,1974-06-15,Group 3,Sweden,Bulgaria,0,0,0,1755.91,1727.11,28.8,0.0,0.9551,0.9551
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-06,1974-06-15,Group 3,Uruguay,Netherlands,0,2,2,1671.09,1711.48,40.39,0.5,0.9371,0.4685
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-07,1974-06-15,Group 4,Italy,Haiti,3,1,2,1872.79,1576.3,296.49,0.5,0.5379,0.269
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-08,1974-06-15,Group 4,Poland,Argentina,3,2,1,1756.9,1772.02,15.12,0.25,0.9764,0.7323
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-09,1974-06-18,Group 1,Australia,Germany,0,3,3,1688.7,1979.98,291.28,0.75,0.546,0.1365
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-10,1974-06-18,Group 1,Chile,East Germany,1,1,0,1702.02,,,0.0,,
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-11,1974-06-18,Group 2,Scotland,Brazil,0,0,0,1669.83,1993.7,323.87,0.0,0.5,0.5
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-12,1974-06-18,Group 2,Yugoslavia,DR Congo,9,0,9,1793.78,1798.75,4.97,1.0,0.9923,0.0
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-13,1974-06-19,Group 3,Bulgaria,Uruguay,1,1,0,1727.11,1671.09,56.02,0.0,0.9127,0.9127
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-14,1974-06-19,Group 3,Netherlands,Sweden,0,0,0,1711.48,1755.91,44.43,0.0,0.9308,0.9308
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-15,1974-06-19,Group 4,Argentina,Italy,1,1,0,1772.02,1872.79,100.77,0.0,0.8429,0.8429
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-16,1974-06-19,Group 4,Haiti,Poland,0,7,7,1576.3,1756.9,180.6,1.0,0.7185,0.0
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-17,1974-06-22,Group 1,Australia,Chile,0,0,0,1688.7,1702.02,13.32,0.0,0.9792,0.9792
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-18,1974-06-22,Group 2,Scotland,Yugoslavia,1,1,0,1669.83,1793.78,123.95,0.0,0.8068,0.8068
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-19,1974-06-22,Group 2,DR Congo,Brazil,0,3,3,1798.75,1993.7,194.95,0.75,0.6962,0.174
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-20,1974-06-22,Group 1,East Germany,Germany,1,0,1,,1979.98,,0.25,,
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-21,1974-06-23,Group 3,Bulgaria,Netherlands,1,4,3,1727.11,1711.48,15.63,0.75,0.9756,0.2439
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-22,1974-06-23,Group 3,Sweden,Uruguay,3,0,3,1755.91,1671.09,84.82,0.75,0.8678,0.217
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-23,1974-06-23,Group 4,Argentina,Haiti,4,1,3,1772.02,1576.3,195.72,0.75,0.695,0.1737
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-24,1974-06-23,Group 4,Poland,Italy,2,1,1,1756.9,1872.79,115.89,0.25,0.8194,0.6145
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-25,1974-06-26,Group B,Yugoslavia,Germany,0,2,2,1793.78,1979.98,186.2,0.5,0.7098,0.3549
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-26,1974-06-26,Group A,Brazil,East Germany,1,0,1,1993.7,,,0.25,,
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-27,1974-06-26,Group A,Netherlands,Argentina,4,0,4,1711.48,1772.02,60.54,1.0,0.9056,0.0
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-28,1974-06-26,Group B,Sweden,Poland,0,1,1,1755.91,1756.9,0.99,0.25,0.9985,0.7488
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-29,1974-06-30,Group A,Argentina,Brazil,1,2,1,1772.02,1993.7,221.68,0.25,0.6545,0.4909
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-30,1974-06-30,Group A,East Germany,Netherlands,0,2,2,,1711.48,,0.5,,
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-31,1974-06-30,Group B,Poland,Yugoslavia,2,1,1,1756.9,1793.78,36.88,0.25,0.9425,0.7069
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-32,1974-06-30,Group B,Germany,Sweden,4,2,2,1979.98,1755.91,224.07,0.5,0.6508,0.3254
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-33,1974-07-03,Group B,Poland,Germany,0,1,1,1756.9,1979.98,223.08,0.25,0.6523,0.4892
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-34,1974-07-03,Group A,Argentina,East Germany,1,1,0,1772.02,,,0.0,,
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-35,1974-07-03,Group A,Netherlands,Brazil,2,0,2,1711.48,1993.7,282.22,0.5,0.5602,0.2801
WC-1974,1974 FIFA Men's World Cup,1974,M-1974-36,1974-07-03,Group B,Sweden,Yugoslavia,2,1,1,1755.91,1793.78,37.87,0.25,0.941,0.7057
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-01,1978-06-01,Group 2,Germany,Poland,0,0,0,1972.36,1821.09,151.27,0.0,0.7642,0.7642
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-02,1978-06-02,Group 1,Italy,France,2,1,1,1816.04,1770.4,45.64,0.25,0.9289,0.6967
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-03,1978-06-02,Group 2,Tunisia,Mexico,3,1,2,1716.23,1711.34,4.89,0.5,0.9924,0.4962
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-04,1978-06-02,Group 1,Argentina,Hungary,2,1,1,1830.97,1791.69,39.28,0.25,0.9388,0.7041
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-05,1978-06-03,Group 3,Austria,Spain,2,1,1,1737.38,1828.64,91.26,0.25,0.8578,0.6433
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-06,1978-06-03,Group 3,Brazil,Sweden,1,1,0,1959.09,1676.65,282.44,0.0,0.5598,0.5598
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-07,1978-06-03,Group 4,Netherlands,Iran,3,0,3,1986.03,1801.05,184.98,0.75,0.7117,0.1779
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-08,1978-06-03,Group 4,Peru,Scotland,3,1,2,1662.52,1816.57,154.05,0.5,0.7599,0.38
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-09,1978-06-06,Group 1,Italy,Hungary,3,1,2,1816.04,1791.69,24.35,0.5,0.9621,0.481
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-10,1978-06-06,Group 2,Poland,Tunisia,1,0,1,1821.09,1716.23,104.86,0.25,0.8366,0.6274
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-11,1978-06-06,Group 2,Germany,Mexico,6,0,6,1972.36,1711.34,261.02,1.0,0.5932,0.0
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-12,1978-06-06,Group 1,Argentina,France,2,1,1,1830.97,1770.4,60.57,0.25,0.9056,0.6792
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-13,1978-06-07,Group 3,Austria,Sweden,1,0,1,1737.38,1676.65,60.73,0.25,0.9054,0.679
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-14,1978-06-07,Group 3,Brazil,Spain,0,0,0,1959.09,1828.64,130.45,0.0,0.7967,0.7967
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-15,1978-06-07,Group 4,Netherlands,Peru,0,0,0,1986.03,1662.52,323.51,0.0,0.5,0.5
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-16,1978-06-07,Group 4,Scotland,Iran,1,1,0,1816.57,1801.05,15.52,0.0,0.9758,0.9758
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-17,1978-06-10,Group 1,France,Hungary,3,1,2,1770.4,1791.69,21.29,0.5,0.9668,0.4834
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-18,1978-06-10,Group 2,Poland,Mexico,3,1,2,1821.09,1711.34,109.75,0.5,0.829,0.4145
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-19,1978-06-10,Group 2,Germany,Tunisia,0,0,0,1972.36,1716.23,256.13,0.0,0.6008,0.6008
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-20,1978-06-10,Group 1,Argentina,Italy,0,1,1,1830.97,1816.04,14.93,0.25,0.9767,0.7325
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-21,1978-06-11,Group 3,Brazil,Austria,1,0,1,1959.09,1737.38,221.71,0.25,0.6545,0.4908
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-22,1978-06-11,Group 3,Spain,Sweden,1,0,1,1828.64,1676.65,151.99,0.25,0.7631,0.5723
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-23,1978-06-11,Group 4,Peru,Iran,4,1,3,1662.52,1801.05,138.53,0.75,0.7841,0.196
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-24,1978-06-11,Group 4,Scotland,Netherlands,3,2,1,1816.57,1986.03,169.46,0.25,0.7359,0.5519
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-25,1978-06-14,Group A,Austria,Netherlands,1,5,4,1737.38,1986.03,248.65,1.0,0.6125,0.0
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-26,1978-06-14,Group A,Italy,Germany,0,0,0,1816.04,1972.36,156.32,0.0,0.7564,0.7564
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-27,1978-06-14,Group B,Brazil,Peru,3,0,3,1959.09,1662.52,296.57,0.75,0.5378,0.1344
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-28,1978-06-14,Group B,Argentina,Poland,2,0,2,1830.97,1821.09,9.88,0.5,0.9846,0.4923
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-29,1978-06-18,Group B,Peru,Poland,0,1,1,1662.52,1821.09,158.57,0.25,0.7529,0.5647
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-30,1978-06-18,Group A,Italy,Austria,1,0,1,1816.04,1737.38,78.66,0.25,0.8774,0.6581
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-31,1978-06-18,Group A,Netherlands,Germany,2,2,0,1986.03,1972.36,13.67,0.0,0.9787,0.9787
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-32,1978-06-18,Group B,Argentina,Brazil,0,0,0,1830.97,1959.09,128.12,0.0,0.8003,0.8003
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-33,1978-06-21,Group A,Austria,Germany,3,2,1,1737.38,1972.36,234.98,0.25,0.6338,0.4753
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-34,1978-06-21,Group A,Italy,Netherlands,1,2,1,1816.04,1986.03,169.99,0.25,0.7351,0.5513
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-35,1978-06-21,Group B,Brazil,Poland,3,1,2,1959.09,1821.09,138.0,0.5,0.7849,0.3925
WC-1978,1978 FIFA Men's World Cup,1978,M-1978-36,1978-06-21,Group B,Argentina,Peru,6,0,6,1830.97,1662.52,168.45,1.0,0.7375,0.0
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-01,1982-06-13,Group 3,Argentina,Belgium,0,1,1,1891.7,1800.77,90.93,0.25,0.8583,0.6437
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-02,1982-06-14,Group 1,Italy,Poland,0,0,0,1788.26,1851.52,63.26,0.0,0.9014,0.9014
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-03,1982-06-14,Group 6,Brazil,Russia,2,1,1,1984.61,1917.07,67.54,0.25,0.8947,0.6711
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-04,1982-06-15,Group 1,Peru,Cameroon,0,0,0,1682.85,1695.51,12.66,0.0,0.9803,0.9803
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-05,1982-06-15,Group 3,Hungary,El Salvador,10,1,9,1709.47,1596.33,113.14,1.0,0.8237,0.0
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-06,1982-06-15,Group 6,Scotland,New Zealand,5,2,3,1727.47,1712.8,14.67,0.75,0.9771,0.2443
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-07,1982-06-16,Group 2,Germany,Algeria,1,2,1,2009.41,1674.16,335.25,0.25,0.5,0.375
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-08,1982-06-16,Group 4,England,France,3,1,2,1843.19,1771.91,71.28,0.5,0.8889,0.4445
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-09,1982-06-16,Group 5,Spain,Honduras,1,1,0,1763.21,1607.64,155.57,0.0,0.7575,0.7575
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-10,1982-06-17,Group 2,Chile,Austria,0,1,1,1680.79,1806.43,125.64,0.25,0.8042,0.6031
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-11,1982-06-17,Group 4,Czechoslovakia,Kuwait,1,1,0,1785.29,1738.72,46.57,0.0,0.9274,0.9274
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-12,1982-06-17,Group 5,Yugoslavia,Northern Ireland,0,0,0,1806.73,1637.92,168.81,0.0,0.7369,0.7369
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-13,1982-06-18,Group 1,Italy,Peru,1,1,0,1788.26,1682.85,105.41,0.0,0.8357,0.8357
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-14,1982-06-18,Group 3,Argentina,Hungary,4,1,3,1891.7,1709.47,182.23,0.75,0.716,0.179
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-15,1982-06-18,Group 6,Brazil,Scotland,4,1,3,1984.61,1727.47,257.14,0.75,0.5992,0.1498
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-16,1982-06-19,Group 1,Poland,Cameroon,0,0,0,1851.52,1695.51,156.01,0.0,0.7569,0.7569
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-17,1982-06-19,Group 3,Belgium,El Salvador,1,0,1,1800.77,1596.33,204.44,0.25,0.6814,0.511
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-18,1982-06-19,Group 6,Russia,New Zealand,3,0,3,1917.07,1712.8,204.27,0.75,0.6816,0.1704
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-19,1982-06-20,Group 2,Germany,Chile,4,1,3,2009.41,1680.79,328.62,0.75,0.5,0.125
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-20,1982-06-20,Group 4,England,Czechoslovakia,2,0,2,1843.19,1785.29,57.9,0.5,0.9098,0.4549
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-21,1982-06-20,Group 5,Spain,Yugoslavia,2,1,1,1763.21,1806.73,43.52,0.25,0.9322,0.6991
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-22,1982-06-21,Group 2,Algeria,Austria,0,2,2,1674.16,1806.43,132.27,0.5,0.7939,0.3969
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-23,1982-06-21,Group 4,France,Kuwait,4,1,3,1771.91,1738.72,33.19,0.75,0.9483,0.2371
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-24,1982-06-21,Group 5,Honduras,Northern Ireland,1,1,0,1607.64,1637.92,30.28,0.0,0.9528,0.9528
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-25,1982-06-22,Group 1,Poland,Peru,5,1,4,1851.52,1682.85,168.67,1.0,0.7371,0.0
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-26,1982-06-22,Group 3,Belgium,Hungary,1,1,0,1800.77,1709.47,91.3,0.0,0.8577,0.8577
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-27,1982-06-22,Group 6,Russia,Scotland,2,2,0,1917.07,1727.47,189.6,0.0,0.7045,0.7045
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-28,1982-06-23,Group 1,Italy,Cameroon,1,1,0,1788.26,1695.51,92.75,0.0,0.8554,0.8554
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-29,1982-06-23,Group 3,Argentina,El Salvador,2,0,2,1891.7,1596.33,295.37,0.5,0.5397,0.2698
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-30,1982-06-23,Group 6,Brazil,New Zealand,4,0,4,1984.61,1712.8,271.81,1.0,0.5764,0.0
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-31,1982-06-24,Group 2,Algeria,Chile,3,2,1,1674.16,1680.79,6.63,0.25,0.9897,0.7423
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-32,1982-06-24,Group 4,France,Czechoslovakia,1,1,0,1771.91,1785.29,13.38,0.0,0.9791,0.9791
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-33,1982-06-24,Group 5,Honduras,Yugoslavia,0,1,1,1607.64,1806.73,199.09,0.25,0.6897,0.5173
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-34,1982-06-25,Group 2,Germany,Austria,1,0,1,2009.41,1806.43,202.98,0.25,0.6837,0.5127
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-35,1982-06-25,Group 4,England,Kuwait,1,0,1,1843.19,1738.72,104.47,0.25,0.8372,0.6279
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-36,1982-06-25,Group 5,Spain,Northern Ireland,0,1,1,1763.21,1637.92,125.29,0.25,0.8047,0.6036
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-37,1982-06-28,Group 4,Austria,France,0,1,1,1806.43,1771.91,34.52,0.25,0.9462,0.7097
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-38,1982-06-28,Group 1,Poland,Belgium,3,0,3,1851.52,1800.77,50.75,0.75,0.9209,0.2302
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-39,1982-06-29,Group 3,Italy,Argentina,2,1,1,1788.26,1891.7,103.44,0.25,0.8388,0.6291
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-40,1982-06-29,Group 2,Germany,England,0,0,0,2009.41,1843.19,166.22,0.0,0.7409,0.7409
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-41,1982-07-01,Group 4,Austria,Northern Ireland,2,2,0,1806.43,1637.92,168.51,0.0,0.7374,0.7374
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-42,1982-07-01,Group 1,Belgium,Russia,0,1,1,1800.77,1917.07,116.3,0.25,0.8187,0.6141
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-43,1982-07-02,Group 3,Argentina,Brazil,1,3,2,1891.7,1984.61,92.91,0.5,0.8552,0.4276
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-44,1982-07-02,Group 2,Germany,Spain,2,1,1,2009.41,1763.21,246.2,0.25,0.6163,0.4622
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-45,1982-07-04,Group 4,France,Northern Ireland,4,1,3,1771.91,1637.92,133.99,0.75,0.7912,0.1978
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-46,1982-07-04,Group 1,Russia,Poland,0,0,0,1917.07,1851.52,65.55,0.0,0.8978,0.8978
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-47,1982-07-05,Group 3,Italy,Brazil,3,2,1,1788.26,1984.61,196.35,0.25,0.694,0.5205
WC-1982,1982 FIFA Men's World Cup,1982,M-1982-48,1982-07-05,Group 2,Spain,England,0,0,0,1763.21,1843.19,79.98,0.0,0.8754,0.8754
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-01,1986-05-31,Group A,Bulgaria,Italy,1,1,0,1736.2,1790.94,54.74,0.0,0.9147,0.9147
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-02,1986-06-01,Group D,Spain,Brazil,0,1,1,1804.69,1822.51,17.82,0.25,0.9722,0.7292
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-03,1986-06-01,Group C,Canada,France,0,1,1,1604.34,1887.26,282.92,0.25,0.5591,0.4193
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-04,1986-06-02,Group A,Argentina,South Korea,3,1,2,1777.23,1706.99,70.24,0.5,0.8905,0.4453
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-05,1986-06-02,Group C,Russia,Hungary,6,0,6,1875.95,1825.4,50.55,1.0,0.9212,0.0
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-06,1986-06-02,Group F,Morocco,Poland,0,0,0,1689.94,1726.33,36.39,0.0,0.9433,0.9433
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-07,1986-06-03,Group B,Belgium,Mexico,1,2,1,1724.85,1798.26,73.41,0.25,0.8856,0.6642
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-08,1986-06-03,Group D,Algeria,Northern Ireland,1,1,0,1709.0,1757.13,48.13,0.0,0.925,0.925
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-09,1986-06-03,Group F,Portugal,England,1,0,1,1706.26,1907.28,201.02,0.25,0.6867,0.515
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-10,1986-06-04,Group B,Paraguay,Iraq,1,0,1,1733.24,1695.47,37.77,0.25,0.9411,0.7059
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-11,1986-06-04,Group E,Uruguay,Germany,1,1,0,1791.86,1859.94,68.08,0.0,0.8939,0.8939
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-12,1986-06-04,Group E,Scotland,Denmark,0,1,1,1798.37,1808.31,9.94,0.25,0.9845,0.7384
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-13,1986-06-05,Group A,Italy,Argentina,1,1,0,1790.94,1777.23,13.71,0.0,0.9786,0.9786
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-14,1986-06-05,Group C,France,Russia,1,1,0,1887.26,1875.95,11.31,0.0,0.9824,0.9824
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-15,1986-06-05,Group A,South Korea,Bulgaria,1,1,0,1706.99,1736.2,29.21,0.0,0.9545,0.9545
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-16,1986-06-06,Group C,Hungary,Canada,2,0,2,1825.4,1604.34,221.06,0.5,0.6555,0.3277
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-17,1986-06-06,Group D,Brazil,Algeria,1,0,1,1822.51,1709.0,113.51,0.25,0.8231,0.6173
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-18,1986-06-06,Group F,England,Morocco,0,0,0,1907.28,1689.94,217.34,0.0,0.6613,0.6613
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-19,1986-06-07,Group B,Mexico,Paraguay,1,1,0,1798.26,1733.24,65.02,0.0,0.8987,0.8987
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-20,1986-06-07,Group D,Northern Ireland,Spain,1,2,1,1757.13,1804.69,47.56,0.25,0.9259,0.6944
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-21,1986-06-07,Group F,Poland,Portugal,1,0,1,1726.33,1706.26,20.07,0.25,0.9687,0.7265
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-22,1986-06-08,Group B,Iraq,Belgium,1,2,1,1695.47,1724.85,29.38,0.25,0.9542,0.7157
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-23,1986-06-08,Group E,Germany,Scotland,2,1,1,1859.94,1798.37,61.57,0.25,0.904,0.678
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-24,1986-06-08,Group E,Denmark,Uruguay,6,1,5,1808.31,1791.86,16.45,1.0,0.9744,0.0
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-25,1986-06-09,Group C,Hungary,France,0,3,3,1825.4,1887.26,61.86,0.75,0.9036,0.2259
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-26,1986-06-09,Group C,Russia,Canada,2,0,2,1875.95,1604.34,271.61,0.5,0.5767,0.2883
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-27,1986-06-10,Group A,Argentina,Bulgaria,2,0,2,1777.23,1736.2,41.03,0.5,0.9361,0.468
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-28,1986-06-10,Group A,South Korea,Italy,2,3,1,1706.99,1790.94,83.95,0.25,0.8692,0.6519
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-29,1986-06-11,Group B,Iraq,Mexico,0,1,1,1695.47,1798.26,102.79,0.25,0.8398,0.6299
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-30,1986-06-11,Group B,Paraguay,Belgium,2,2,0,1733.24,1724.85,8.39,0.0,0.9869,0.9869
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-31,1986-06-11,Group F,England,Poland,3,0,3,1907.28,1726.33,180.95,0.75,0.718,0.1795
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-32,1986-06-11,Group F,Portugal,Morocco,1,3,2,1706.26,1689.94,16.32,0.5,0.9746,0.4873
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-33,1986-06-12,Group D,Algeria,Spain,0,3,3,1709.0,1804.69,95.69,0.75,0.8509,0.2127
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-34,1986-06-12,Group D,Northern Ireland,Brazil,0,3,3,1757.13,1822.51,65.38,0.75,0.8981,0.2245
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-35,1986-06-13,Group E,Denmark,Germany,2,0,2,1808.31,1859.94,51.63,0.5,0.9195,0.4598
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-36,1986-06-13,Group E,Scotland,Uruguay,0,0,0,1798.37,1791.86,6.51,0.0,0.9899,0.9899
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-01,1990-06-08,Group B,Argentina,Cameroon,0,1,1,1736.3,1696.43,39.87,0.25,0.9379,0.7034
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-02,1990-06-09,Group B,Russia,Romania,0,2,2,1883.3,1823.65,59.65,0.5,0.907,0.4535
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-03,1990-06-09,Group D,United Arab Emirates,Colombia,0,2,2,1566.45,1727.38,160.93,0.5,0.7492,0.3746
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-04,1990-06-09,Group A,Italy,Austria,1,0,1,1887.36,1695.15,192.21,0.25,0.7004,0.5253
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-05,1990-06-10,Group A,United States,Czechoslovakia,1,5,4,1561.73,1784.42,222.69,1.0,0.6529,0.0
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-06,1990-06-10,Group C,Brazil,Sweden,2,1,1,1925.58,1880.62,44.96,0.25,0.9299,0.6974
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-07,1990-06-10,Group D,Germany,Yugoslavia,4,1,3,1916.56,1803.75,112.81,0.75,0.8242,0.206
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-08,1990-06-11,Group C,Costa Rica,Scotland,1,0,1,1584.86,1668.84,83.98,0.25,0.8691,0.6518
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-09,1990-06-11,Group F,England,Republic of Ireland,1,1,0,1868.52,1808.06,60.46,0.0,0.9058,0.9058
